Genbank Accession,Organism,Phylm,Bacteria or Archaea,Genome Length (nt),Chromosomes/plasmids,GC Content,Coding Length (nt),Coding GC Content,Effective Number of Codons,Effective Number of Codons Corrected for CG Content,Total Genes,Coding Genes,rRNA 5S,rRNA 16S,rRNA 23S,tRNAs,Isolation Source,Host,Country
NC_014014,Mycoplasma crocodyli MP145,Tenericutes,Bacteria,934379,1,0.269540192,852207,0.272880566,44.3274,46.1283,787,740,2,2,2,34, ,Crocodylus niloticus,Zimbabwe: Harare
NC_019949,Mycoplasma cynos C142,Tenericutes,Bacteria,998123,1,0.257005942,885359,0.260689191,45.1831,48.2941,816,763,2,3,2,30, , , 
NZ_CP007229,Mycoplasma dispar,Tenericutes,Bacteria,1084449,1,0.290401854,967707,0.297522907,52.8858,55.5595,784,734,1,1,1,32, , , 
NZ_CP007585,Mycoplasma flocculare ATCC 27399,Tenericutes,Bacteria,778866,1,0.289579979,702609,0.29687778,51.1621,49.5374,632,587,1,1,1,30,pig with catarrhal pneumonia,pig,Denmark
NC_004829,Mycoplasma gallisepticum str. R(low),Tenericutes,Bacteria,1012800,1,0.314698855,899969,0.320148805,48.6464,46.101,810,747,2,2,2,32, , , 
NC_000908,Mycoplasma genitalium G37,Tenericutes,Bacteria,580076,1,0.316891235,546012,0.317621224,41.9257,32.5281,557,507,1,1,1,36, , , 
NC_016638,Mycoplasma haemocanis str. Illinois,Tenericutes,Bacteria,919992,1,0.353335681,853397,0.356140225,50.5927,50.5454,1182,1130,1,1,1,31,blood of naturally infected dog,Canis familiaris,USA
NC_017520,Mycoplasma haemofelis Ohio2,Tenericutes,Bacteria,1155937,1,0.388128419,1097645,0.389107589,51.3965,48.7947,1585,1495,1,1,1,31,blood from an infected cat,Felis catus, 
NC_013511,Mycoplasma hominis ATCC 23114,Tenericutes,Bacteria,665445,1,0.271182442,601517,0.273834322,42.6078,44.9815,591,541,2,2,2,33, , , 
NC_007295,Mycoplasma hyopneumoniae J,Tenericutes,Bacteria,897405,1,0.285222391,802257,0.293487,51.4918,53.0792,716,665,1,1,1,30, , , 
NC_019552,Mycoplasma hyorhinis SK76,Tenericutes,Bacteria,836897,1,0.258919556,756746,0.262961416,40.8,39.3876,788,714,1,1,1,30, , , 
NC_006908,Mycoplasma mobile 163K,Tenericutes,Bacteria,777079,1,0.249512598,710987,0.25269379,40.6242,45.5662,688,649,1,1,1,28, , , 
NC_005364,Mycoplasma mycoides subsp. mycoides SC str. PG1,Tenericutes,Bacteria,1211703,1,0.239656087,992001,0.240912056,31.0866,17.2087, , , ,,, , ,Bos taurus, 
NC_023062,Mycoplasma ovis str. Michigan,Tenericutes,Bacteria,702511,1,0.316924575,595621,0.322963764,47.6198,48.5367,811,762,1,2,1,31,blood sample,Ovis aries,USA: Michigan
NC_022575,Mycoplasma parvum str. Indiana,Tenericutes,Bacteria,564395,1,0.269750795,498699,0.27367009,41.0527,34.4106,568,526,1,1,1,31,blood of a naturally infected pig,Sus scrofa,USA
NC_004432,Mycoplasma penetrans HF-2,Tenericutes,Bacteria,1358633,1,0.257175411,1195741,0.264870068,42.9246,46.2343,1065,1019,1,1,1,30, ,Homo sapiens, 
NC_000912,Mycoplasma pneumoniae M129,Tenericutes,Bacteria,816394,1,0.400080108,701862,0.406608422,51.1473,39.5889, , , ,,, , , , 
NC_002771,Mycoplasma pulmonis UAB CTIP,Tenericutes,Bacteria,963879,1,0.266365384,860531,0.273174354,46.4367,53.2542,789,749,2,1,1,29, , , 
NC_015946,Mycoplasma putrefaciens KS1,Tenericutes,Bacteria,832603,1,0.269392496,726762,0.274012675,42.5312,42.7411,716,654,2,2,2,30, ,goat, 
NC_015155,Mycoplasma suis str. Illinois,Tenericutes,Bacteria,742431,1,0.310761539,662416,0.314008116,43.9759,43.8606,865,814,1,1,1,32,blood of an infected pig,pig, 
NZ_CP011096,Mycoplasma synoviae ATCC 25204,Tenericutes,Bacteria,846495,1,0.28344881,755370,0.286486093,44.4309,27.2608,763,697,3,2,2,34, ,Gallus gallus domesticus,USA: West Virginia
NC_018149,Mycoplasma wenyonii str. Massachusetts,Tenericutes,Bacteria,650228,1,0.33922255,581635,0.342145847,45.4958,41.3581,714,678,1,1,1,31, , , 
NZ_CP007520,Mycoplasma yeatsii GM274B,Tenericutes,Bacteria,895051,1,0.257356285,808159,0.258034619,35.0843,23.3694,791,747,2,2,2,30,Ear canal of goat,goat,USA: California
NZ_CP010817,Myroides profundi,Bacteroidetes,Bacteria,4064534,1,0.338457988,3492511,0.347541067,49.5147,46.2701,3638,3468,5,5,5,100,Sediment, ,China
NC_015711,Myxococcus fulvus HW-1,Proteobacteria,Bacteria,9003593,1,0.706251271,7991348,0.709899882,45.862,60.1519,7203,6910,3,3,3,68,seawater, ,China
NC_020126,Myxococcus stipitatus DSM 14675,Proteobacteria,Bacteria,10350586,1,0.691921791,9269806,0.694841726,42.6849,60.3044,8052,7859,3,3,3,77, , , 
NC_008095,Myxococcus xanthus DK 1622,Proteobacteria,Bacteria,9139763,1,0.688912393,8214046,0.692170582,43.302,60.2801,7247,7143,4,4,4,65, , , 
NC_013235,Nakamurella multipartita DSM 44233,Actinobacteria,Bacteria,6060298,1,0.709164632,5292538,0.713522888,45.6371,59.9721,5373,5099,2,2,2,47, , , 
NC_010715,Natranaerobius thermophilus JW,Firmicutes,Bacteria,3191453,3,0.363089477,2778998,0.367720308,52.8699,55.2424,2998,2901,4,4,4,51, , , 
NC_013922,Natrialba magadii ATCC 43099,Euryarchaeota,Archaea,4443643,4,0.610501789,3662215,0.624541432,49.2694,38.6521,4127,4029,5,3,4,49,ATCC 43099,,
NC_019962,Natrinema pellirubrum DSM 15624,Euryarchaeota,Archaea,4354100,3,0.639911348,3548272,0.654322442,39.4156,21.7801,4178,4041,4,3,3,48,,fish,Italy
NC_019792,Natronobacterium gregoryi SP2,Euryarchaeota,Archaea,3788356,1,0.622355185,3113355,0.632720008,40.3465,20.9783,3720,3602,3,3,3,49,lake water,,Kenya
NC_019974,Natronococcus occultus SP4,Euryarchaeota,Archaea,4314118,3,0.646636462,3521970,0.662547381,36.4502,19.615,4162,4021,5,4,4,53,Soda lake Lake Magadi,,Kenya
NC_020388,Natronomonas moolapensis 8.8.11,Euryarchaeota,Archaea,2912573,1,0.645258333,2469389,0.655057182,44.3526,31.9637,2891,2741,1,1,1,45,,,
NC_007426,Natronomonas pharaonis DSM 2160,Euryarchaeota,Archaea,2749696,3,0.631196685,2450239,0.637423125,44.9092,28.9194,2798,2722,1,1,1,46,,,
NC_012115,Nautilia profundicola AmH,Proteobacteria,Bacteria,1676444,1,0.335075314,1570884,0.336027994,51.2026,49.4722,1774,1699,4,4,4,49, , , 
NZ_CP007726,Neisseria elongata subsp. glycolytica ATCC 29315,Proteobacteria,Bacteria,2256647,1,0.542595718,1893890,0.557158547,54.7172,48.3887,2226,2087,4,4,4,61,Throat, ,USA
NC_002946,Neisseria gonorrhoeae FA 1090,Proteobacteria,Bacteria,2153922,1,0.526896517,1655196,0.540845918,45.5344,35.4811,2350,2157,,,,55, , , 
NC_014752,Neisseria lactamica 020-06,Proteobacteria,Bacteria,2220606,1,0.522750096,1878630,0.534716256,54.7559,48.3877,2131,1986,4,4,4,59, , , 
NC_003112,Neisseria meningitidis MC58,Proteobacteria,Bacteria,2272360,1,0.515278389,1770381,0.5320544,46.3481,38.0888, , , ,,, , , , 
NZ_LT571436,Neisseria weaveri,Proteobacteria,Bacteria,2188497,1,0.490042253,1863309,0.505554366,55.0519,49.4693,2047,1957,4,4,4,55, , , 
NZ_HG938353,Neorhizobium galegae bv. orientalis str. HAMBI 540,Proteobacteria,Bacteria,6455027,2,0.612297671,5697417,0.620088191,49.7062,28.9836,6199,6034,3,3,3,51,Galega orientalis root nodule, ,Finland
NZ_CP007481,Neorickettsia helminthoeca str. Oregon,Proteobacteria,Bacteria,884232,1,0.416931303,767350,0.420513455,56.7407,56.4865,826,772,1,1,1,33, ,salmonid fish,USA
NC_013009,Neorickettsia risticii str. Illinois,Proteobacteria,Bacteria,879977,1,0.41271306,745674,0.416977124,56.4426,58.4537,807,759,1,1,1,33, , , 
NC_007798,Neorickettsia sennetsu str. Miyayama,Proteobacteria,Bacteria,859006,1,0.410843463,729055,0.414706709,54.594,50.8341,794,753,1,1,1,33, , , 
NZ_CP007035,Niabella soli DSM 19437,Bacteroidetes,Bacteria,4697343,1,0.452374672,4144377,0.461162196,56.9316,53.9942,3909,3819,2,2,2,39, , , 
NC_016609,Niastella koreensis GR20-10,Bacteroidetes,Bacteria,9033684,1,0.448697453,7945424,0.458239988,57.1395,57.2177,7298,7137,3,3,3,55,soil cultivated with Korean ginseng, ,South Korea: Yeongju region
NC_014935,Nitratifractor salsuginis DSM 16511,Proteobacteria,Bacteria,2101285,1,0.539119158,1896103,0.550539712,54.0194,43.5566,2146,2076,2,2,2,43, , ,Japan
NC_009662,Nitratiruptor sp. SB155-2,Proteobacteria,Bacteria,1877931,1,0.396886254,1794263,0.397864193,54.9583,56.5224,1981,1910,3,3,3,45, , , 
NC_007964,Nitrobacter hamburgensis X14,Proteobacteria,Bacteria,5011522,4,0.616173091,4117411,0.62536288,52.568,39.0721,4751,4441,1,1,1,56, , , 
NC_007406,Nitrobacter winogradskyi Nb-255,Proteobacteria,Bacteria,3402093,1,0.620490092,2867551,0.6303717,48.1172,27.1125,3270,3146,1,1,1,49, , , 
NC_013958,Nitrosococcus halophilus Nc 4,Proteobacteria,Bacteria,4145260,2,0.516058824,3597123,0.526052348,59.0652,55.5499,3895,3714,2,2,2,44, , , 
NC_007484,Nitrosococcus oceani ATCC 19707,Proteobacteria,Bacteria,3522111,2,0.503419114,3059477,0.51289387,58.6971,56.14,3265,3149,2,2,2,46, , , 
NC_014315,Nitrosococcus watsonii C-113,Proteobacteria,Bacteria,3373286,3,0.501378478,2936882,0.510980353,58.758,55.4617,3106,2924,2,2,2,45, , , 
NZ_CP011451,Nitrosomonas communis,Proteobacteria,Bacteria,4067838,1,0.447317961,3235808,0.464502838,58.5019,57.9718,3712,3445,1,1,1,41,neutral soil and freshwater, ,Greece: Corfu
NC_004757,Nitrosomonas europaea ATCC 19718,Proteobacteria,Bacteria,2812094,1,0.507181837,2492871,0.51560871,56.8776,50.8695,2687,2572,1,1,1,41, , , 
NC_008344,Nitrosomonas eutropha C91,Proteobacteria,Bacteria,2781824,3,0.485409932,2427309,0.494420364,58.081,55.5567,2694,2569,1,1,1,41, , , 
NC_015222,Nitrosomonas sp. AL212,Proteobacteria,Bacteria,3337023,3,0.447904614,2878069,0.459952836,57.1036,55.1312,3156,3005,1,1,1,38, , , 
NC_015731,Nitrosomonas sp. Is79A3,Proteobacteria,Bacteria,3783444,1,0.454430672,3260342,0.466816365,57.4114,55.7097,3515,3354,1,1,1,38,freshwater lake, , 
NZ_CP007536,Nitrososphaera viennensis EN76,Thaumarchaeota,Archaea,2527938,1,0.527154543,2119349,0.542991739,58.3833,49.1812,2896,2799,1,1,1,41,soil,,Austria: Vienna
NZ_CP012371,Nitrosospira briensis C-128,Proteobacteria,Bacteria,3210113,1,0.532531409,2694656,0.54256239,56.6226,48.8702,2928,2799,1,1,1,44, , , 
NC_007614,Nitrosospira multiformis ATCC 25196,Proteobacteria,Bacteria,3234309,4,0.538771342,2763577,0.548053483,57.6098,48.6671,2944,2826,1,1,1,43, , , 
NC_014355,Nitrospira defluvii,Nitrospirae,Bacteria,4317083,1,0.590265927,3755099,0.593609915,53.147,36.3886,3991,3879,1,1,1,46, , , 
NZ_CP011801,Nitrospira moscoviensis,Nitrospirae,Bacteria,4589485,1,0.61986955,4012762,0.625628682,54.1521,41.3903,4462,4305,2,1,1,48, , ,Russia: Moscow
NC_018681,Nocardia brasiliensis ATCC 700358,Actinobacteria,Bacteria,9436348,1,0.680470771,8229946,0.68590365,49.4511,31.3902,8434,8280,3,3,3,50, ,Homo sapiens,Mexico
NC_016887,Nocardia cyriacigeorgica GUH-2,Actinobacteria,Bacteria,6194645,1,0.683660807,5396912,0.687797578,46.1858,30.3264,5558,5405,3,3,3,49, , , 
NZ_LN868938,Nocardia farcinica,Actinobacteria,Bacteria,6459780,5,0.706278387,5688128,0.710128183,44.7952,60.2242,6013,5842,3,3,3,58,not known,not known, 
NZ_CP006850,Nocardia nova SH22a,Actinobacteria,Bacteria,8348532,1,0.6777019,7305056,0.682128652,43.2273,59.9739,7499,7256,3,3,3,49, , , 
NZ_CP017839,Nocardia seriolae,Actinobacteria,Bacteria,8304518,1,0.680802787,7186072,0.687181815,46.6064,30.0635,7647,7239,4,4,4,64, ,Anguilla japonica,South Korea
NZ_CP018082,Nocardia soli,Actinobacteria,Bacteria,7310115,1,0.680864255,6436668,0.68565848,47.1776,31.4525,6623,6333,4,3,4,50,crude oil-contamination soil, ,China:Qaidam Basin
NC_008699,Nocardioides sp. JS614,Actinobacteria,Bacteria,5293685,2,0.714404427,4803990,0.717018562,35.0081,60.5758,5055,4918,2,2,2,46, , , 
NC_018524,Nocardiopsis alba ATCC BAA-2165,Actinobacteria,Bacteria,5848211,1,0.696498639,4973842,0.702465217,46.2369,59.8523,5040,4807,5,5,5,55,guts,Apis mellifera,USA
NC_014210,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,Actinobacteria,Bacteria,6543312,2,0.727297583,5487586,0.729860999,42.8737,58.8781,5490,5353,5,5,5,56,blood,Homo sapiens, 
NC_020156,Nonlabens dokdonensis DSW-6,Bacteroidetes,Bacteria,3914632,1,0.353152991,3523452,0.35944551,54.3095,57.6085,3432,3361,2,2,2,41, , , 
NC_014248,Nostoc azollae 0708,Cyanobacteria,Bacteria,5486145,3,0.383736668,3893162,0.395785482,54.6394,56.531,5198,3985,4,4,4,42, , , 
NC_010628,Nostoc punctiforme PCC 73102,Cyanobacteria,Bacteria,9059191,6,0.413545205,7324795,0.425230058,57.266,58.063,7442,6973,4,4,4,74, , , 
NC_019676,Nostoc sp. PCC 7107,Cyanobacteria,Bacteria,6329823,1,0.403577794,5187465,0.415253501,56.1287,56.0378,5406,5200,4,4,4,76,shallow pond, ,USA
NC_003272,Nostoc sp. PCC 7120,Cyanobacteria,Bacteria,7211789,7,0.412683316,5916872,0.423250833,57.0755,57.4612,6032,5803,4,4,4,68, , , 
NC_019684,Nostoc sp. PCC 7524,Cyanobacteria,Bacteria,6718869,3,0.415310523,5501139,0.424521904,56.4815,56.2993,5505,5329,5,5,5,60,moderate hot spring, ,"Sri Lanka: Amparai District, Maha Oya"
NC_007794,Novosphingobium aromaticivorans DSM 12444,Proteobacteria,Bacteria,4233314,3,0.651125808,3856935,0.65551714,53.4455,41.6062,3997,3897,3,3,3,56, , , 
NZ_CP009291,Novosphingobium pentaromativorans US6-1,Proteobacteria,Bacteria,5457578,6,0.63018742,4840792,0.635647431,48.8707,30.4429,5087,4931,3,3,3,55,mud sediment, ,South Korea: Ulsan Bay
NZ_CP017075,Novosphingobium resinovorum,Proteobacteria,Bacteria,6918128,5,0.649255116,6050813,0.657169375,50.4051,36.4769,6316,6110,3,3,3,59,soil, ,Hungary
NZ_CP014608,Obesumbacterium proteus,Proteobacteria,Bacteria,5011796,1,0.490884904,4302666,0.503033468,57.9933,56.6186,4768,4468,9,8,8,89, , , 
NZ_CP012358,Oblitimonas alkaliphila,Proteobacteria,Bacteria,2494031,1,0.47363445,2221222,0.478668499,55.3538,44.6055,2404,2301,5,5,5,54,Deep Liver, ,USA: Colorado
NC_014753,Oceanithermus profundus DSM 14977,Deinococcus-Thermus,Bacteria,2439291,2,0.698147535,2224459,0.70565787,42.7779,27.3344,2404,2339,2,2,2,46,deep sea hot vent, ,Pacific Ocean: East Pacific Rise
NC_004193,Oceanobacillus iheyensis HTE831,Firmicutes,Bacteria,3630528,1,0.356813114,3067909,0.361031569,51.9552,54.5598,3567,3434,8,7,7,70, , , 
NC_009667,Ochrobactrum anthropi ATCC 49188,Proteobacteria,Bacteria,5205777,6,0.561250127,4556818,0.570732691,54.9295,42.8151,4994,4860,4,4,4,58, , , 
NZ_CP015775,Ochrobactrum pseudogrignonense,Proteobacteria,Bacteria,4992805,2,0.537229273,4322645,0.546443902,53.8443,39.0193,4697,4556,5,5,5,61,tropical soil, ,Malaysia: Kuala Lumpur
NC_020908,Octadecabacter arcticus 238,Proteobacteria,Bacteria,5478249,3,0.551490631,4733618,0.558466695,55.8574,42.277,5737,5284,2,2,2,42,150 km offshore, ,"USA: Deadhorse, Alaska"
NZ_CP012160,Octadecabacter temperatus,Proteobacteria,Bacteria,3264628,2,0.546829838,2978687,0.550492549,55.7567,44.7288,3279,3210,1,1,1,38, , ,Germany: Helgoland harbor
NC_015160,Odoribacter splanchnicus DSM 20712,Bacteroidetes,Bacteria,4392288,1,0.433585412,3915153,0.44366823,57.1989,55.7226,3745,3546,4,4,4,60,abdominal abscess,Homo sapiens, 
NC_008528,Oenococcus oeni PSU-1,Firmicutes,Bacteria,1780517,1,0.378888828,1570246,0.3888015,54.7522,55.4476,1799,1662,2,2,2,43, , , 
NZ_FO203512,Oleispira antarctica RB-8,Proteobacteria,Bacteria,4406383,1,0.421594083,3907110,0.428482689,57.0843,56.2523,3972,3859,6,5,5,50, , , 
NC_015684,Oligotropha carboxidovorans OM5,Proteobacteria,Bacteria,3896074,3,0.623297966,3408853,0.630095226,49.8216,37.1354,3703,3637,1,1,1,49, , , 
NC_014363,Olsenella uli DSM 7084,Actinobacteria,Bacteria,2051896,1,0.646975285,1775303,0.65231231,51.1622,27.7991,1793,1707,1,1,1,49,gingival crevice,Homo sapiens, 
NC_005303,Onion yellows phytoplasma OY-M,Tenericutes,Bacteria,853092,1,0.277599406,683076,0.288197601,45.6438,39.4379,911,752,2,2,2,32, , , 
NZ_CP007053,Opitutaceae bacterium TAV5,Verrucomicrobia,Bacteria,7417673,2,0.634462722,6450411,0.645375465,46.4846,29.7655,5899,5795,1,1,1,48,not provided; submitted under MIGS 2.1, , 
NC_010571,Opitutus terrae PB90-1,Verrucomicrobia,Bacteria,5957605,1,0.653411396,5214703,0.655031552,52.6179,43.2233,4656,4518,1,1,1,62, , , 
NC_009488,Orientia tsutsugamushi str. Boryong,Proteobacteria,Bacteria,2127051,1,0.305310498,1576079,0.314371932,47.3445,50.3308,2019,1565,1,1,1,34, , ,South Korea:Seoul
NC_018016,Ornithobacterium rhinotracheale DSM 15997,Bacteroidetes,Bacteria,2399175,1,0.372176269,2155705,0.381791572,54.6235,56.6596,2289,2210,3,3,3,43, ,Turkey,United Kingdom
NC_019693,Oscillatoria acuminata PCC 6304,Cyanobacteria,Bacteria,7804270,3,0.476122302,6306273,0.481862742,57.8043,54.7225,6131,5836,3,3,3,60,soil, ,USA
NC_019729,Oscillatoria nigro-viridis PCC 7112,Cyanobacteria,Bacteria,8272254,6,0.457844742,6680004,0.467417235,58.3969,56.2622,7028,6447,3,2,2,73,soil in orchid house, ,USA
NC_016046,Oscillibacter valericigenes Sjm18-20,Firmicutes,Bacteria,4470622,2,0.531857312,3759387,0.54599593,57.973,52.7376,4349,4114,3,3,3,61, , , 
NZ_CP012073,Ottowia sp. oral taxon 894,Proteobacteria,Bacteria,2925783,1,0.635925836,2314675,0.656492164,47.7121,27.9111,2560,2405,3,3,3,50,curette,Homo sapiens,United Kingdom: London
NC_016599,Owenweeksia hongkongensis DSM 17368,Bacteroidetes,Bacteria,4000057,1,0.402335017,3647751,0.407071097,54.322,52.9124,3518,3454,2,2,2,37, , ,China
NC_008711,Paenarthrobacter aurescens TC1,Actinobacteria,Bacteria,5226648,3,0.624298594,4664232,0.629137015,53.8367,36.2315,4752,4627,6,6,6,54, , , 
NZ_CP011058,Paenibacillus beijingensis,Firmicutes,Bacteria,5749967,1,0.525355363,4859264,0.537199461,54.7671,50.4182,5213,4930,10,9,9,89,Jujube rhizosphere soil, ,China:Beijing
NZ_CP013023,Paenibacillus bovis,Firmicutes,Bacteria,5354277,1,0.472941725,4378780,0.490622502,57.5451,56.8976,4569,4389,10,9,9,85,yak milk, ,China: Damxung
NZ_CP009288,Paenibacillus durus,Firmicutes,Bacteria,6053498,2,0.508097302,5169866,0.519360463,57.9849,56.2149,5382,5140,9,9,9,84,marine sediment, , 
NC_023134,Paenibacillus larvae subsp. larvae DSM 25430,Firmicutes,Bacteria,4056006,2,0.449634936,3380295,0.459637694,57.9504,57.071,3993,3683,9,8,8,81,AFB-diseased colony, ,Germany
NC_016935,Paenibacillus mucilaginosus 3016,Firmicutes,Bacteria,8739048,1,0.58309452,7387572,0.595785598,54.2272,47.3425,7326,6692,14,14,14,173,rhizosphere soil, , 
NZ_CP009428,Paenibacillus odorifer,Firmicutes,Bacteria,6812473,1,0.442148541,5817297,0.449841052,58.5314,59.341,5945,5752,10,10,10,86,Soil from wheat roots, ,France: Dieulouard
NC_014622,Paenibacillus polymyxa SC2,Firmicutes,Bacteria,6238510,2,0.446142428,5250778,0.456904672,58.0294,57.2049,5747,5474,14,13,13,161, , , 
NZ_CP010976,Paenibacillus sp. IHBB 10380,Firmicutes,Bacteria,5787303,2,0.413319296,4792052,0.420826402,57.0174,58.0893,5232,4960,12,12,12,88,soil, , 
NC_012914,Paenibacillus sp. JDR-2,Firmicutes,Bacteria,7184930,1,0.502781377,6337091,0.511749634,56.4156,54.7262,6322,6128,11,12,12,88, , , 
NZ_CP009286,Paenibacillus stellifer,Firmicutes,Bacteria,5658798,1,0.535428902,4782681,0.547791709,56.6927,53.1503,5167,4899,11,11,11,87,food-packaging paperboard, ,Finland
NZ_CP018620,Paenibacillus xylanexedens,Firmicutes,Bacteria,7098239,2,0.45942071,6006668,0.469653392,58.3838,56.8813,6207,5950,12,12,12,102,sediment, ,Russia
NZ_CP006019,Palaeococcus pacificus DY20341,Euryarchaeota,Archaea,1859370,1,0.430442569,1692307,0.435719996,54.4786,56.1279,2012,1945,2,2,2,47,,,
NC_014734,Paludibacter propionicigenes WB4,Bacteroidetes,Bacteria,3685504,1,0.388566666,3199478,0.399626127,56.7138,58.9855,3040,2957,3,3,3,53, , ,Japan
NZ_CP009553,Pandoraea pnomenusa,Proteobacteria,Bacteria,5389285,1,0.648707574,4643758,0.653682858,48.6534,32.8316,4821,4624,4,4,4,65,cystic fibrosis patient,Homo sapiens,United Kingdom
NZ_CP013068,Pannonibacter phragmitetus,Proteobacteria,Bacteria,5669701,2,0.633734477,4880463,0.641071964,38.6349,55.6146,5150,4997,3,3,3,54,blood,Homo sapiens,"China: Fujian,Quanzhou"
NZ_CP016889,Pantoea agglomerans,Proteobacteria,Bacteria,5115241,4,0.550518539,4399623,0.562228855,54.1902,51.8397,4868,4434,8,7,7,76,lettuce, ,China: Anhui Province
NC_013956,Pantoea ananatis LMG 20103,Proteobacteria,Bacteria,4703373,1,0.536907662,4077542,0.54702073,56.6871,54.4183,4391,4104,8,7,7,71,blight and dieback of Eucalyptus,Eucalyptus,South Africa
NZ_CP009454,Pantoea rwandensis,Proteobacteria,Bacteria,4327607,1,0.539264772,3787080,0.549263549,56.7872,53.7854,4047,3873,8,7,7,79,Waterfall, ,Malaysia
NZ_CP009866,Pantoea sp. PSNIH2,Proteobacteria,Bacteria,4967343,6,0.564336105,4294047,0.576804586,53.2297,51.1652,4884,4602,8,7,7,83,hand rail, ,USA
NC_009615,Parabacteroides distasonis ATCC 8503,Bacteroidetes,Bacteria,4811379,1,0.450595765,4344672,0.460432456,58.293,58.276,3980,3829,7,7,7,82, , , 
NC_010622,Paraburkholderia phymatum STM815,Proteobacteria,Bacteria,8676562,4,0.622924034,7330638,0.630528066,51.2868,33.7153,7703,7419,6,6,6,63, , , 
NC_014718,Paraburkholderia rhizoxinica HKI 454,Proteobacteria,Bacteria,3750138,3,0.607082914,3100512,0.615207691,51.8292,39.5534,3209,2919,3,3,3,47, , , 
NZ_CP017561,Paraburkholderia sprentiae WSM5005,Proteobacteria,Bacteria,7829542,5,0.632081544,6633184,0.63963038,50.5933,33.3335,6977,6702,7,7,7,68,Root nodule,Lebeckia ambigua,South Africa
NC_007951,Paraburkholderia xenovorans LB400,Proteobacteria,Bacteria,9731138,3,0.626278139,8292396,0.633818018,49.9658,35.877,8623,8386,6,6,6,65, , , 
NC_015702,Parachlamydia acanthamoebae UV-7,Chlamydiae,Bacteria,3072383,1,0.390361129,2716276,0.397766003,55.7693,56.6381,2618,2531,4,3,3,40, , , 
NC_022041,Paracoccus aminophilus JCM 7686,Proteobacteria,Bacteria,4873118,6,0.633962896,4313547,0.639548381,46.9435,26.9416,4635,4464,4,4,4,59, , , 
NC_008686,Paracoccus denitrificans PD1222,Proteobacteria,Bacteria,5236194,3,0.667993012,4682414,0.673242477,44.2704,20.2822,5096,4938,3,3,3,54, , , 
NZ_CP012712,Parageobacillus thermoglucosidans,Firmicutes,Bacteria,3873116,1,0.438911202,3259739,0.447446559,54.6821,53.6861,3832,3579,7,10,10,90,soil, ,China: Beijing
NC_020514,Paraglaciecola psychrophila 170,Proteobacteria,Bacteria,5413691,1,0.403651594,4467313,0.413277288,56.7878,55.1205,4802,4393,6,6,6,59, , , 
NC_017059,Pararhodospirillum photometricum DSM 122,Proteobacteria,Bacteria,3876289,1,0.647433099,3277635,0.656908521,53.3962,35.456,3434,3117,13,1,2,93, , , 
NZ_AP012333,Parascardovia denticolens DSM 10105 = JCM 12538,Actinobacteria,Bacteria,1890857,1,0.583129766,1646557,0.59303322,52.1135,41.4514,1564,1486,2,2,2,45, , , 
NC_009719,Parvibaculum lavamentivorans DS-1,Proteobacteria,Bacteria,3914745,1,0.623280954,3507874,0.62773891,52.9792,39.5797,3710,3613,1,1,1,45, , , 
NZ_CP009761,Parvimonas micra,Firmicutes,Bacteria,1627009,1,0.28613425,1409244,0.28941546,45.468,46.6475,1525,1432,5,3,3,41,periapical abscess,Homo sapiens,Korea: Gwangju
