"tax_id","org_name","rRNA16S_genes","tRNA_genes","reference","ref_type"
897,"Desulfococcus multivorans",3,NA,NA,NA
1389192,"Cupriavidus sp. USMAHM13",7,NA,NA,NA
876364,"Cupriavidus sp. USMAA2-4",7,NA,NA,NA
367825,"Cupriavidus malaysiensis",7,NA,NA,NA
492670,"Bacillus velezensis",5,NA,NA,NA
1479019,"Methylobacterium sp. C1",4,NA,NA,NA
1906738,"Hyphomonas sp. Mor2",1,NA,NA,NA
1108595,"Chromobacterium vaccinii",8,NA,NA,NA
1748,"Acidipropionibacterium acidipropionici",5,NA,NA,NA
1850250,"Rhodobacter sp. LPB0142",3,NA,NA,NA
1912795,"Boudabousia tangfeifanii",3,NA,NA,NA
1501,"Clostridium pasteurianum",10,NA,NA,NA
1178537,"Bacillus xiamenensis",8,NA,NA,NA
1763538,"Paenibacillus crassostreae",10,NA,NA,NA
1306519,"Flavobacterium commune",5,NA,NA,NA
185008,"Butyrivibrio hungatei",4,NA,NA,NA
195,"Campylobacter coli",2,NA,NA,NA
195,"Campylobacter coli",1,NA,NA,NA
754502,"Paraburkholderia sprentiae WSM5005",7,NA,NA,NA
1349827,"Campylobacter jejuni subsp. jejuni M129",3,NA,NA,NA
439334,"Mycobacterium avium subsp. hominissuis",1,NA,NA,NA
1644130,"Maribacter sp. 1_2014MBL_MicDiv",2,NA,NA,NA
1644131,"Janthinobacterium sp. 1_2014MBL_MicDiv",8,NA,NA,NA
1386968,"Francisella tularensis subsp. novicida PA10-7858",3,NA,NA,NA
1458492,"Myroides sp. ZB35",9,NA,NA,NA
37332,"Nocardia seriolae",4,NA,NA,NA
1532552,"Anaerobacillus isosaccharinicus",11,NA,NA,NA
1826872,"Candidatus Nitrosocosmicus hydrocola",2,NA,NA,NA
519472,"Vagococcus teuberi",6,NA,NA,NA
441209,"Rhodobaca barguzinensis",3,NA,NA,NA
1406,"Paenibacillus polymyxa",11,NA,NA,NA
1406,"Paenibacillus polymyxa",12,NA,NA,NA
941280,"Escherichia coli O25b:H4",7,NA,NA,NA
576611,"Polynucleobacter asymbioticus",1,NA,NA,NA
587,"Providencia rettgeri",7,NA,NA,NA
104087,"Pseudomonas frederiksbergensis",7,NA,NA,NA
1552,"Clostridium estertheticum subsp. estertheticum",16,NA,NA,NA
2014,"Nocardiopsis dassonvillei",5,NA,NA,NA
1482,"Virgibacillus halodenitrificans",8,NA,NA,NA
1429399,"Ralstonia solanacearum OE1-1",4,NA,NA,NA
1491,"Clostridium botulinum",9,NA,NA,NA
475375,"Francisella sp. MA067296",3,NA,NA,NA
1542390,"Francisella frigiditurris",3,NA,NA,NA
56956,"Thermus brockianus",2,NA,NA,NA
1346,"Streptococcus iniae",6,NA,NA,NA
813,"Chlamydia trachomatis",1,NA,NA,NA
1916956,"Synechococcus sp. SynAce01",2,NA,NA,NA
1088883,"Francisella hispaniensis FSC454",3,NA,NA,NA
299583,"Francisella orientalis",2,NA,NA,NA
1570939,"Rhodococcus sp. 2G",4,NA,NA,NA
1917158,"Alteromonas sp. RW2A1",5,NA,NA,NA
1914410,"Spiroplasma sp. NBRC 100390",1,NA,NA,NA
1920667,"Mycobacterium sp. WY10",2,NA,NA,NA
54571,"Streptomyces venezuelae",7,NA,NA,NA
1897729,"Halomonas aestuarii",4,NA,NA,NA
1920191,"Delftia sp. HK171",5,NA,NA,NA
502682,"Aurantiacibacter gangjinensis",1,NA,NA,NA
2213200,"Nocardia mangyaensis",3,NA,NA,NA
1917485,"Sulfitobacter alexandrii",2,NA,NA,NA
91892,"Legionella pneumophila subsp. fraseri",3,NA,NA,NA
880073,"Caldithrix abyssi DSM 13497",1,NA,NA,NA
2133,"Spiroplasma citri",1,NA,NA,NA
1492,"Clostridium butyricum",12,NA,NA,NA
2026657,"Leuconostoc mesenteroides subsp. jonggajibkimchii",4,NA,NA,NA
556325,"Neomicrococcus aestuarii",3,NA,NA,NA
444444,"Chelatococcus daeguensis",2,NA,NA,NA
300019,"Microbacterium paludicola",2,NA,NA,NA
666,"Vibrio cholerae",11,NA,NA,NA
1130828,"Ralstonia solanacearum FJAT-1458",4,NA,NA,NA
1440763,"Luteibacter rhizovicinus DSM 16549",2,NA,NA,NA
283686,"Kosakonia radicincitans",7,NA,NA,NA
1842532,"Syntrophotalea acetylenivorans",3,NA,NA,NA
29542,"Syntrophotalea acetylenica",4,NA,NA,NA
1844006,"Phaeobacter porticola",4,NA,NA,NA
1914861,"Enterobacter sp. SA187",7,NA,NA,NA
48665,"Streptomyces viridifaciens",11,NA,NA,NA
29397,"Lactobacillus delbrueckii subsp. lactis",11,NA,NA,NA
1217420,"Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046",10,NA,NA,NA
83684,"Lactobacillus delbrueckii subsp. delbrueckii",8,NA,NA,NA
1050107,"Lactobacillus delbrueckii subsp. sunkii",9,NA,NA,NA
29397,"Lactobacillus delbrueckii subsp. lactis",8,NA,NA,NA
1913577,"Gramella salexigens",3,NA,NA,NA
1913578,"Sphingorhabdus lutea",2,NA,NA,NA
1850252,"Tenacibaculum todarodis",3,NA,NA,NA
194963,"Sinorhizobium americanum",3,NA,NA,NA
857417,"Janibacter indicus",2,NA,NA,NA
1547283,"Bacillus weihaiensis",11,NA,NA,NA
1916917,"Microbacterium sp. 1.5R",2,NA,NA,NA
1509,"Clostridium sporogenes",8,NA,NA,NA
2177,"Methanohalophilus halophilus",1,NA,NA,NA
1670800,"Aquibium oceanicum",2,NA,NA,NA
108619,"Salmonella enterica subsp. enterica serovar Newport",7,NA,NA,NA
1921510,"Tardibacter chloracetimidivorans",2,NA,NA,NA
1511761,"Leuconostoc suionicum",4,NA,NA,NA
573570,"Francisella uliginis",3,NA,NA,NA
1911586,"Marinilactibacillus sp. 15R",4,NA,NA,NA
1911587,"Virgibacillus sp. 6R",6,NA,NA,NA
561879,"Bacillus safensis",8,NA,NA,NA
1856406,"Bacillus sp. H15-1",8,NA,NA,NA
48003,"Mycoplasmopsis pullorum",2,NA,NA,NA
1534,"Clostridium kluyveri",7,NA,NA,NA
61015,"Staphylococcus succinus",6,NA,NA,NA
528191,"Paenibacillus xylanexedens",12,NA,NA,NA
538025,"Rhizobium etli 8C-3",3,NA,NA,NA
249265,"Lactobacillus delbrueckii subsp. indicus",9,NA,NA,NA
56730,"Rhizobium gallicum",3,NA,NA,NA
925775,"Xanthomonas vesicatoria ATCC 35937",2,NA,NA,NA
2754056,"Xanthomonas hortorum pv. gardneri",2,NA,NA,NA
456327,"Xanthomonas euvesicatoria",2,NA,NA,NA
56460,"Xanthomonas vesicatoria",2,NA,NA,NA
442694,"Xanthomonas perforans",2,NA,NA,NA
237610,"Pseudomonas psychrotolerans",5,NA,NA,NA
1836467,"Maribacter hydrothermalis",3,NA,NA,NA
103796,"Pseudomonas syringae pv. actinidiae",5,NA,NA,NA
152331,"Lentilactobacillus parabuchneri",5,NA,NA,NA
1406,"Paenibacillus polymyxa",13,NA,NA,NA
96773,"Thauera chlorobenzoica",4,NA,NA,NA
1926494,"Paraburkholderia sp. SOS3",4,NA,NA,NA
2798729,"Enterobacter cloacae complex sp. AR_0002",8,NA,NA,NA
93064,"Sphingomonas koreensis",2,NA,NA,NA
70255,"Staphylococcus condimenti",5,NA,NA,NA
29519,"Borreliella garinii",1,NA,NA,NA
2081791,"Rhizobium ruizarguesonis",3,NA,NA,NA
1661694,"Streptomyces sp. Tue 6075",6,NA,NA,NA
169402,"Wolbachia endosymbiont of Folsomia candida",1,NA,NA,NA
187304,"Roseibium aggregatum",3,NA,NA,NA
187493,"Thalassolituus oleivorans",3,NA,NA,NA
29430,"Acinetobacter haemolyticus",6,NA,NA,NA
1631871,"Weissella jogaejeotgali",8,NA,NA,NA
180957,"Pectobacterium brasiliense",7,NA,NA,NA
1729720,"Salegentibacter sp. T436",3,NA,NA,NA
137591,"Weissella cibaria",9,NA,NA,NA
418223,"Methylobacterium phyllosphaerae",4,NA,NA,NA
109790,"Lactobacillus jensenii",4,NA,NA,NA
1365188,"Borrelia anserina Es",1,NA,NA,NA
1674146,"Borreliella mayonii",1,NA,NA,NA
1423721,"Amylolactobacillus amylophilus DSM 20533 = JCM 1125",4,NA,NA,NA
996,"Flavobacterium columnare",7,NA,NA,NA
1915078,"Thioclava nitratireducens",3,NA,NA,NA
1462747,"Thermosipho sp. 1063",4,NA,NA,NA
46541,"Thermosipho melanesiensis",4,NA,NA,NA
340188,"Salmonella enterica subsp. enterica serovar Cerro",7,NA,NA,NA
649754,"Corynebacterium ammoniagenes DSM 20306",4,NA,NA,NA
1431546,"Corynebacterium aquilae DSM 44791",4,NA,NA,NA
28028,"Corynebacterium flavescens",5,NA,NA,NA
1437875,"Corynebacterium frankenforstense DSM 45800",4,NA,NA,NA
1437874,"Corynebacterium sphenisci DSM 44792",3,NA,NA,NA
1545835,"Marinitoga sp. 1137",3,NA,NA,NA
161895,"Corynebacterium phocae",4,NA,NA,NA
1612552,"Actinoalloteichus fjordicus",3,NA,NA,NA
1612551,"Actinoalloteichus sp. GBA129-24",3,NA,NA,NA
40215,"Acinetobacter junii",6,NA,NA,NA
1141883,"Massilia putida",7,NA,NA,NA
234612,"Streptomyces sp. TN58",7,NA,NA,NA
741155,"Pseudomonas alcaliphila JAB1",4,NA,NA,NA
257708,"Roseomonas gilardii",5,NA,NA,NA
1045808,"Rhodococcus sp. YL-1",4,NA,NA,NA
783,"Rickettsia rickettsii",1,NA,NA,NA
137591,"Weissella cibaria",11,NA,NA,NA
1229726,"Gramella flava JLT2011",3,NA,NA,NA
392416,"Companilactobacillus crustorum",4,NA,NA,NA
1933220,"Sphingobacterium sp. B29",7,NA,NA,NA
676,"Vibrio fluvialis",12,NA,NA,NA
687860,"Salmonella enterica subsp. enterica serovar Dublin str. ATCC 39184",7,NA,NA,NA
2712698,"Salaquimonas pukyongi",1,NA,NA,NA
1585,"Lactobacillus delbrueckii subsp. bulgaricus",9,NA,NA,NA
2702,"Gardnerella vaginalis",2,NA,NA,NA
1839801,"Dehalogenimonas formicexedens",1,NA,NA,NA
487316,"Acinetobacter soli",7,NA,NA,NA
1122984,"Prevotella intermedia ATCC 25611 = DSM 20706",4,NA,NA,NA
1842727,"Rhodoferax koreense",3,NA,NA,NA
1484693,"Rhodoferax saidenbachensis",2,NA,NA,NA
81479,"Rhodoferax antarcticus",3,NA,NA,NA
1850254,"Poseidonibacter parvus",6,NA,NA,NA
1247414,"Neisseria gonorrhoeae NG-k51.05",4,NA,NA,NA
1242087,"Salmonella enterica subsp. enterica serovar Antsalova str. S01-0511",7,NA,NA,NA
1436299,"Pasteurella multocida subsp. multocida str. HN07",6,NA,NA,NA
1387353,"Paludisphaera borealis",3,NA,NA,NA
1357915,"Arthrobacter sp. QXT-31",6,NA,NA,NA
680,"Vibrio campbellii",11,NA,NA,NA
221822,"Phaeobacter inhibens",4,NA,NA,NA
299262,"Tateyamaria omphalii",1,NA,NA,NA
1229727,"Salipiger profundus",4,NA,NA,NA
1903186,"Brachybacterium sp. P6-10-X1",3,NA,NA,NA
108981,"Acinetobacter schindleri",7,NA,NA,NA
1847728,"Companilactobacillus allii",4,NA,NA,NA
1390395,"Sphingomonas sp. LK11",4,NA,NA,NA
1149952,"Brucella sp. 09RB8471",3,NA,NA,NA
408,"Methylorubrum extorquens",5,NA,NA,NA
1883416,"Halomonas sp. 1513",4,NA,NA,NA
588898,"Haloterrigena daqingensis",2,NA,NA,NA
1936080,"Winogradskyella sp. J14-2",2,NA,NA,NA
1486034,"Lacinutrix venerupis",2,NA,NA,NA
1936081,"Seonamhaeicola sp. S2-3",2,NA,NA,NA
1844051,"Brucella sp. 09RB8910",3,NA,NA,NA
36805,"Microbacterium aurum",1,NA,NA,NA
1642299,"Streptomyces alfalfae",6,NA,NA,NA
1300165,"Kosakonia cowanii JCM 10956 = DSM 18146",7,NA,NA,NA
1242090,"Salmonella enterica subsp. enterica serovar Crossness str. 1422-74",7,NA,NA,NA
1240694,"Salmonella enterica subsp. enterica serovar Blegdam str. S-1824",7,NA,NA,NA
1242088,"Salmonella enterica subsp. enterica serovar Apapa str. SA20060561",7,NA,NA,NA
932733,"Salmonella enterica subsp. enterica serovar Bardo",7,NA,NA,NA
1240708,"Salmonella enterica subsp. enterica serovar Bergen str. ST350",7,NA,NA,NA
1242089,"Salmonella enterica subsp. enterica serovar Borreze str. SA20041063",7,NA,NA,NA
1242091,"Salmonella enterica subsp. enterica serovar Djakarta str. S-1087",7,NA,NA,NA
1242096,"Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3",7,NA,NA,NA
1242101,"Salmonella enterica subsp. enterica serovar Johannesburg str. ST203",7,NA,NA,NA
1242105,"Salmonella enterica subsp. enterica serovar Koessen str. S-1501",7,NA,NA,NA
1242106,"Salmonella enterica subsp. enterica serovar Krefeld str. SA20030536",7,NA,NA,NA
1242108,"Salmonella enterica subsp. enterica serovar Manchester str. ST278",7,NA,NA,NA
1243579,"Salmonella enterica subsp. enterica serovar Moscow str. S-1843",7,NA,NA,NA
1129117,"Salmonella enterica subsp. enterica serovar Nitra",7,NA,NA,NA
1243595,"Salmonella enterica subsp. enterica serovar Wandsworth str. SA20092095",7,NA,NA,NA
1243600,"Salmonella enterica subsp. enterica serovar Yovokome str. S-1850",7,NA,NA,NA
996801,"Polaribacter reichenbachii",3,NA,NA,NA
1903686,"Jeotgalibaca sp. PTS2502",6,NA,NA,NA
1250539,"Salipiger abyssi",2,NA,NA,NA
273677,"Microbacterium oleivorans",2,NA,NA,NA
1891926,"Fuerstiella marisgermanici",2,NA,NA,NA
1303,"Streptococcus oralis",4,NA,NA,NA
75293,"Streptomyces autolyticus",6,NA,NA,NA
930805,"Halioglobus japonicus",2,NA,NA,NA
1805827,"Rhodococcus sp. MTM3W5.2",4,NA,NA,NA
1357916,"Sphingopyxis sp. QXT-31",1,NA,NA,NA
2494701,"Enterobacter chengduensis",8,NA,NA,NA
47715,"Lacticaseibacillus rhamnosus",5,NA,NA,NA
1178516,"Spirosoma montaniterrae",3,NA,NA,NA
1817405,"Abyssicoccus albus",4,NA,NA,NA
1932360,"Halorientalis sp. IM1011",2,NA,NA,NA
1561,"Clostridium baratii",10,NA,NA,NA
1431450,"Helicobacter pylori PMSS1",2,NA,NA,NA
170673,"Vibrio kanaloae",14,NA,NA,NA
1610493,"Tessaracoccus flavus",2,NA,NA,NA
1332264,"Tessaracoccus aquimaris",1,NA,NA,NA
1940790,"Sedimentisphaera cyanobacteriorum",3,NA,NA,NA
649756,"Anaerostipes hadrus",9,NA,NA,NA
255248,"Leuconostoc garlicum",4,NA,NA,NA
399497,"Tessaracoccus flavescens",2,NA,NA,NA
633807,"Vagococcus penaei",5,NA,NA,NA
1639,"Listeria monocytogenes",4,NA,NA,NA
1639,"Listeria monocytogenes",3,NA,NA,NA
1941347,"Bacillus sp. 275",9,NA,NA,NA
247523,"Pseudoalteromonas aliena",10,NA,NA,NA
2213202,"Planococcus lenghuensis",9,NA,NA,NA
260552,"Microbulbifer agarilyticus",3,NA,NA,NA
1851148,"Limihaloglobus sulfuriphilus",2,NA,NA,NA
37372,"Helicobacter bilis",2,NA,NA,NA
1258574,"Streptococcus gallolyticus subsp. gallolyticus DSM 16831",6,NA,NA,NA
1938605,"Brevundimonas sp. LM2",2,NA,NA,NA
1938606,"Janthinobacterium sp. LM6",8,NA,NA,NA
1938604,"Aquaspirillum sp. LM1",5,NA,NA,NA
1938607,"Sphingomonas sp. LM7",2,NA,NA,NA
147375,"Paenibacillus larvae subsp. larvae",8,NA,NA,NA
169679,"Clostridium saccharobutylicum",12,NA,NA,NA
36745,"Clostridium saccharoperbutylacetonicum",11,NA,NA,NA
1520,"Clostridium beijerinckii",14,NA,NA,NA
1833852,"Desulforamulus ferrireducens",9,NA,NA,NA
1471761,"Novibacillus thermophilus",4,NA,NA,NA
29466,"Veillonella parvula",4,NA,NA,NA
68249,"Streptomyces pactum",6,NA,NA,NA
1697,"Corynebacterium ammoniagenes",4,NA,NA,NA
225848,"Shewanella psychrophila",9,NA,NA,NA
643674,"Paenalcaligenes hominis",3,NA,NA,NA
708126,"Jeotgalibaca dankookensis",6,NA,NA,NA
1529069,"Polaribacter sp. BM10",6,NA,NA,NA
435,"Acetobacter aceti",3,NA,NA,NA
320497,"Neoasaia chiangmaiensis",4,NA,NA,NA
318683,"Gluconobacter albidus",5,NA,NA,NA
102617,"Helicobacter pylori SS1",2,NA,NA,NA
380021,"Pseudomonas protegens",5,NA,NA,NA
1076596,"Acetobacter persici",4,NA,NA,NA
1179672,"Flavobacterium sp. KBS0721",6,NA,NA,NA
1686310,"Bartonella apis",2,NA,NA,NA
1945512,"Cellvibrio sp. PSBB023",5,NA,NA,NA
1936003,"Anaerohalosphaera lusitana",1,NA,NA,NA
1812480,"Streptomyces sp. fd1-xmd",7,NA,NA,NA
1457153,"Chlamydia gallinacea",1,NA,NA,NA
1477,"Paenibacillus larvae subsp. pulvifaciens",8,NA,NA,NA
47878,"Pseudomonas azotoformans",5,NA,NA,NA
1179670,"Micrococcus sp. KBS0714",2,NA,NA,NA
2109,"Mycoplasmopsis synoviae",2,NA,NA,NA
193462,"Streptomyces niveus",6,NA,NA,NA
1404,"Priestia megaterium",13,NA,NA,NA
1598147,"Planococcus faecalis",9,NA,NA,NA
1962264,"Halomonas sp. 'Soap Lake #7'",6,NA,NA,NA
265960,"Komagataeibacter nataicola",5,NA,NA,NA
106590,"Cupriavidus necator",5,NA,NA,NA
157782,"Pseudomonas parafulva",7,NA,NA,NA
1912,"Streptomyces hygroscopicus",6,NA,NA,NA
1660067,"Campylobacter pinnipediorum subsp. pinnipediorum",3,NA,NA,NA
1874362,"Campylobacter pinnipediorum subsp. caledonicus",3,NA,NA,NA
238,"Elizabethkingia meningoseptica",4,NA,NA,NA
1756150,"Elizabethkingia ursingii",5,NA,NA,NA
1909732,"Tessaracoccus sp. T2.5-30",2,NA,NA,NA
1933910,"Bartonella sp. A1379B",2,NA,NA,NA
1933904,"Bartonella sp. WD16.2",2,NA,NA,NA
1933912,"Bartonella sp. Raccoon60",3,NA,NA,NA
1933906,"Bartonella sp. JB15",2,NA,NA,NA
1933907,"Bartonella sp. JB63",2,NA,NA,NA
486,"Neisseria lactamica",4,NA,NA,NA
1246994,"Elizabethkingia anophelis R26",5,NA,NA,NA
86664,"Priestia flexa",12,NA,NA,NA
1756149,"Elizabethkingia bruuniana",5,NA,NA,NA
569579,"Escherichia coli NU14",7,NA,NA,NA
1930532,"Pseudomonas sp. CC6-YY-74",6,NA,NA,NA
67827,"Citrobacter werkmanii",8,NA,NA,NA
1853690,"Halolamina sp. CBA1230",2,NA,NA,NA
571256,"Brucella pituitosa",5,NA,NA,NA
253,"Chryseobacterium indologenes",6,NA,NA,NA
2014887,"Herbaspirillum robiniae",3,NA,NA,NA
76761,"Pseudomonas veronii",6,NA,NA,NA
743698,"Spiroplasma eriocheiris CCTCC M 207170",1,NA,NA,NA
1964449,"Streptomyces sp. 3211",7,NA,NA,NA
926,"Thiomonas intermedia",1,NA,NA,NA
1898684,"Pseudomonas sp. LPH1",4,NA,NA,NA
1122214,"Martelella mediterranea DSM 17316",2,NA,NA,NA
471,"Acinetobacter calcoaceticus",6,NA,NA,NA
1931241,"Pseudomonas phragmitis",3,NA,NA,NA
225992,"Comamonas kerstersii",5,NA,NA,NA
1211326,"Spirosoma aerolatum",3,NA,NA,NA
1909395,"Nonomuraea sp. ATCC 55076",5,NA,NA,NA
44283,"Pasteurella multocida subsp. multocida",6,NA,NA,NA
564064,"Spirosoma rigui",3,NA,NA,NA
53707,"Pseudomonas amygdali pv. lachrymans",5,NA,NA,NA
1648923,"Bacillus paralicheniformis",8,NA,NA,NA
115545,"Pasteurella multocida subsp. septica",8,NA,NA,NA
33940,"Geobacillus thermodenitrificans",10,NA,NA,NA
1094342,"Alcanivorax xenomutans",2,NA,NA,NA
1839800,"Yersinia sp. FDAARGOS_228",7,NA,NA,NA
1338,"Streptococcus intermedius",4,NA,NA,NA
28035,"Staphylococcus lugdunensis",5,NA,NA,NA
1839798,"Bacillus sp. FDAARGOS_235",14,NA,NA,NA
1302,"Streptococcus gordonii",4,NA,NA,NA
450,"Legionella longbeachae",4,NA,NA,NA
44275,"Leptospira interrogans serovar Copenhageni",2,NA,NA,NA
147645,"Paracoccus yeei",3,NA,NA,NA
488,"Neisseria mucosa",4,NA,NA,NA
57706,"Citrobacter braakii",8,NA,NA,NA
1319,"Streptococcus sp. 'group B'",7,NA,NA,NA
1839799,"Streptococcus sp. FDAARGOS_192",6,NA,NA,NA
308754,"Rhodovulum sp. MB263",3,NA,NA,NA
1446794,"Frondihabitans sp. 762G35",2,NA,NA,NA
29341,"Clostridium argentinense",10,NA,NA,NA
83683,"Lactobacillus amylolyticus",6,NA,NA,NA
1641165,"Halomicronema hongdechloris C2206",2,NA,NA,NA
93973,"Shewanella japonica",8,NA,NA,NA
67780,"Edwardsiella ictaluri",8,NA,NA,NA
1967665,"Cognaticolwellia beringensis",6,NA,NA,NA
1960083,"Actinomyces gaoshouyii",3,NA,NA,NA
1785128,"Acinetobacter lactucae",6,NA,NA,NA
1930764,"Sporosarcina sp. P33",8,NA,NA,NA
33990,"Rickettsia bellii",1,NA,NA,NA
74969,"Ferroplasma acidiphilum",1,NA,NA,NA
1359,"Lactococcus cremoris",6,NA,NA,NA
1360,"Lactococcus lactis subsp. lactis",5,NA,NA,NA
498388,"Escherichia coli C",7,NA,NA,NA
1807790,"Rhodococcus sp. BH4",5,NA,NA,NA
1564506,"Rhodovulum sp. P5",3,NA,NA,NA
1510841,"Parasaccharibacter apium",1,NA,NA,NA
28898,"Campylobacter helveticus",3,NA,NA,NA
215743,"Roseovarius mucosus",2,NA,NA,NA
76947,"Sphingobium herbicidovorans",2,NA,NA,NA
1972846,"Streptomyces sp. Sge12",7,NA,NA,NA
1571,"Sporosarcina ureae",7,NA,NA,NA
1571,"Sporosarcina ureae",8,NA,NA,NA
1935,"Streptomyces violaceoruber",6,NA,NA,NA
553510,"Streptomyces gilvosporeus",6,NA,NA,NA
660596,"Pantoea stewartii subsp. stewartii DC283",7,NA,NA,NA
1971364,"Halomonas sp. GT",6,NA,NA,NA
68173,"Kitasatospora albolonga",6,NA,NA,NA
1894,"Kitasatospora aureofaciens",9,NA,NA,NA
39777,"Veillonella atypica",4,NA,NA,NA
1549850,"Thioclava electrotropha",3,NA,NA,NA
1934254,"Klebsiella sp. M5al",8,NA,NA,NA
1961713,"Streptomyces sp. MOE7",7,NA,NA,NA
43767,"Rhodococcus equi",4,NA,NA,NA
1837283,"Streptomyces sp. S8",6,NA,NA,NA
1903187,"Microcystis aeruginosa PCC 7806SL",2,NA,NA,NA
1619308,"Cnuibacter physcomitrellae",2,NA,NA,NA
402384,"Halobacillus mangrovi",7,NA,NA,NA
265293,"Burkholderia ubonensis subsp. mesacidophila",6,NA,NA,NA
155085,"Staphylococcus lutrae",6,NA,NA,NA
1891675,"Pantoea alhagi",7,NA,NA,NA
1121267,"Campylobacter cuniculorum DSM 23162 = LMG 24588",2,NA,NA,NA
1405,"Bacillus mycoides",14,NA,NA,NA
1639348,"Magnetospirillum sp. ME-1",2,NA,NA,NA
1945662,"Paracoccus contaminans",2,NA,NA,NA
1041522,"Mycobacterium colombiense CECT 3035",1,NA,NA,NA
1980001,"Cellulosimicrobium sp. TH-20",3,NA,NA,NA
1834519,"Fibrella sp. ES10-3-2-2",3,NA,NA,NA
1571,"Sporosarcina ureae",9,NA,NA,NA
1930546,"Sporosarcina sp. P37",8,NA,NA,NA
199441,"Alkalihalobacillus krulwichiae",15,NA,NA,NA
72361,"Bacillus vallismortis",9,NA,NA,NA
1974213,"Prosthecochloris sp. HL-130-GSB",2,NA,NA,NA
282676,"Acidianus manzaensis",1,NA,NA,NA
1420917,"Marinobacter salarius",3,NA,NA,NA
946333,"Rhizobacter gummiphilus",3,NA,NA,NA
1941349,"Sedimentisphaera salicampi",3,NA,NA,NA
323273,"Nonlabens tegetincola",3,NA,NA,NA
716816,"Oceanicoccus sagamiensis",2,NA,NA,NA
1414854,"Candidatus Nucleicultrix amoebiphila FS5",2,NA,NA,NA
1580,"Levilactobacillus brevis",5,NA,NA,NA
655015,"Methylocystis bryophila",2,NA,NA,NA
1744,"Propionibacterium freudenreichii",2,NA,NA,NA
92947,"Ketogulonicigenium robustum",6,NA,NA,NA
1981173,"Rhizobium sp. NXC14",3,NA,NA,NA
2020313,"Rhizobium sp. TAL182",3,NA,NA,NA
29429,"Methylorubrum zatmanii",5,NA,NA,NA
698414,"Xylella fastidiosa subsp. pauca",2,NA,NA,NA
1428,"Bacillus thuringiensis",11,NA,NA,NA
663,"Vibrio alginolyticus",12,NA,NA,NA
663,"Vibrio alginolyticus",14,NA,NA,NA
463040,"Bordetella genomosp. 13",3,NA,NA,NA
1416806,"Bordetella genomosp. 8",3,NA,NA,NA
463024,"Bordetella genomosp. 6",3,NA,NA,NA
1416803,"Bordetella genomosp. 9",3,NA,NA,NA
1235591,"Pseudorhodoplanes sinuspersici",1,NA,NA,NA
28090,"Acinetobacter lwoffii",7,NA,NA,NA
1855823,"Macrococcus canis",5,NA,NA,NA
69966,"Macrococcus caseolyticus",5,NA,NA,NA
29449,"Rhizobium etli",3,NA,NA,NA
847,"Oxalobacter formigenes",1,NA,NA,NA
2878388,"Streptomyces marincola",5,NA,NA,NA
296,"Pseudomonas fragi",8,NA,NA,NA
556269,"Oxalobacter formigenes OXCC13",2,NA,NA,NA
1660073,"Campylobacter sp. RM6137",3,NA,NA,NA
1660076,"Campylobacter sp. RM12175",3,NA,NA,NA
1660074,"Campylobacter sp. RM8964",3,NA,NA,NA
75658,"Campylobacter lanienae",3,NA,NA,NA
1031753,"Campylobacter lanienae NCTC 13004",3,NA,NA,NA
1962118,"Mycobacteroides abscessus subsp. massiliense",1,NA,NA,NA
680,"Vibrio campbellii",12,NA,NA,NA
411966,"Leptolyngbya boryana IAM M-101",3,NA,NA,NA
1260963,"Leptolyngbya boryana dg5",3,NA,NA,NA
83684,"Lactobacillus delbrueckii subsp. delbrueckii",9,NA,NA,NA
85581,"Photobacterium damselae subsp. damselae",15,NA,NA,NA
1203599,"Mycobacterium intracellulare subsp. yongonense",1,NA,NA,NA
44688,"Lactococcus lactis subsp. lactis bv. diacetylactis",6,NA,NA,NA
84112,"Eggerthella lenta",3,NA,NA,NA
1030157,"Sphingomonas sp. KC8",2,NA,NA,NA
139,"Borreliella burgdorferi",1,NA,NA,NA
698828,"Kushneria konosiri",4,NA,NA,NA
300,"Pseudomonas mendocina",4,NA,NA,NA
1130829,"Ralstonia solanacearum FJAT-91",4,NA,NA,NA
745377,"Natrarchaeobaculum aegyptiacum",2,NA,NA,NA
43770,"Corynebacterium striatum",4,NA,NA,NA
1898749,"Candidatus Nitrosomarinus catalina",1,NA,NA,NA
553814,"Acidovorax carolinensis",4,NA,NA,NA
157779,"Kushneria marisflavi",4,NA,NA,NA
1737490,"Agarilytica rhodophyticola",3,NA,NA,NA
24,"Shewanella putrefaciens",9,NA,NA,NA
1891186,"Vibrio aphrogenes",7,NA,NA,NA
482462,"Mycobacterium dioxanotrophicus",3,NA,NA,NA
79883,"Sutcliffiella horikoshii",8,NA,NA,NA
1903694,"Oceanisphaera avium",8,NA,NA,NA
1416627,"Oceanisphaera profunda",8,NA,NA,NA
120045,"Zymomonas mobilis subsp. mobilis",3,NA,NA,NA
1082851,"Comamonas serinivorans",4,NA,NA,NA
1596,"Lactobacillus gasseri",4,NA,NA,NA
245188,"Yoonia vestfoldensis",2,NA,NA,NA
1985873,"Sulfuriferula sp. AH1",3,NA,NA,NA
2320431,"Corynebacterium silvaticum",4,NA,NA,NA
