"tax_id","genbank.Accession","org_name","name_class","rRNA16S_genes","tRNA_genes","genome_size","total_genes","coding_genes","isolation_source","reference","ref_type"
859194,"NC_017520","Mycoplasma haemofelis Ohio2","scientific name",1,31,1155937,1585,1495,"blood from an infected cat","NC_017520","genbank_accession"
347256,"NC_013511","Mycoplasma hominis ATCC 23114","scientific name",2,33,665445,591,541," ","NC_013511","genbank_accession"
262719,"NC_007295","Mycoplasma hyopneumoniae J","scientific name",1,30,897405,716,665," ","NC_007295","genbank_accession"
1118964,"NC_019552","Mycoplasma hyorhinis SK76","scientific name",1,30,836897,788,714," ","NC_019552","genbank_accession"
267748,"NC_006908","Mycoplasma mobile 163K","scientific name",1,28,777079,688,649," ","NC_006908","genbank_accession"
272632,"NC_005364","Mycoplasma mycoides subsp. mycoides SC str. PG1","scientific name",NA,NA,1211703,NA,NA," ","NC_005364","genbank_accession"
1415773,"NC_023062","Mycoplasma ovis str. Michigan","scientific name",2,31,702511,811,762,"blood sample","NC_023062","genbank_accession"
1403316,"NC_022575","Mycoplasma parvum str. Indiana","scientific name",1,31,564395,568,526,"blood of a naturally infected pig","NC_022575","genbank_accession"
272633,"NC_004432","Mycoplasma penetrans HF-2","scientific name",1,30,1358633,1065,1019," ","NC_004432","genbank_accession"
272634,"NC_000912","Mycoplasma pneumoniae M129","scientific name",NA,NA,816394,NA,NA," ","NC_000912","genbank_accession"
272635,"NC_002771","Mycoplasma pulmonis UAB CTIP","scientific name",1,29,963879,789,749," ","NC_002771","genbank_accession"
743965,"NC_015946","Mycoplasma putrefaciens KS1","scientific name",2,30,832603,716,654," ","NC_015946","genbank_accession"
768700,"NC_015155","Mycoplasma suis str. Illinois","scientific name",1,32,742431,865,814,"blood of an infected pig","NC_015155","genbank_accession"
1267001,"NZ_CP011096","Mycoplasma synoviae ATCC 25204","scientific name",2,34,846495,763,697," ","NZ_CP011096","genbank_accession"
1197325,"NC_018149","Mycoplasma wenyonii str. Massachusetts","scientific name",1,31,650228,714,678," ","NC_018149","genbank_accession"
743967,"NZ_CP007520","Mycoplasma yeatsii GM274B","scientific name",2,30,895051,791,747,"ear canal of goat","NZ_CP007520","genbank_accession"
480520,"NZ_CP010817","Myroides profundi","scientific name",5,100,4064534,3638,3468,"sediment","NZ_CP010817","genbank_accession"
483219,"NC_015711","Myxococcus fulvus HW-1","scientific name",3,68,9003593,7203,6910,"seawater","NC_015711","genbank_accession"
1278073,"NC_020126","Myxococcus stipitatus DSM 14675","scientific name",3,77,10350586,8052,7859," ","NC_020126","genbank_accession"
246197,"NC_008095","Myxococcus xanthus DK 1622","scientific name",4,65,9139763,7247,7143," ","NC_008095","genbank_accession"
479431,"NC_013235","Nakamurella multipartita DSM 44233","scientific name",2,47,6060298,5373,5099," ","NC_013235","genbank_accession"
457570,"NC_010715","Natranaerobius thermophilus JW/NM-WN-LF","scientific name",4,51,3191453,2998,2901," ","NC_010715","genbank_accession"
547559,"NC_013922","Natrialba magadii ATCC 43099","scientific name",3,49,4443643,4127,4029,"atcc 43099","NC_013922","genbank_accession"
797303,"NC_019962","Natrinema pellirubrum DSM 15624","scientific name",3,48,4354100,4178,4041,"","NC_019962","genbank_accession"
797304,"NC_019792","Natronobacterium gregoryi SP2","scientific name",3,49,3788356,3720,3602,"lake water","NC_019792","genbank_accession"
694430,"NC_019974","Natronococcus occultus SP4","scientific name",4,53,4314118,4162,4021,"soda lake lake magadi","NC_019974","genbank_accession"
268739,"NC_020388","Natronomonas moolapensis 8.8.11","scientific name",1,45,2912573,2891,2741,"","NC_020388","genbank_accession"
348780,"NC_007426","Natronomonas pharaonis DSM 2160","scientific name",1,46,2749696,2798,2722,"","NC_007426","genbank_accession"
598659,"NC_012115","Nautilia profundicola AmH","scientific name",4,49,1676444,1774,1699," ","NC_012115","genbank_accession"
546263,"NZ_CP007726","Neisseria elongata subsp. glycolytica ATCC 29315","scientific name",4,61,2256647,2226,2087,"throat","NZ_CP007726","genbank_accession"
242231,"NC_002946","Neisseria gonorrhoeae FA 1090","scientific name",NA,55,2153922,2350,2157," ","NC_002946","genbank_accession"
489653,"NC_014752","Neisseria lactamica 020-06","scientific name",4,59,2220606,2131,1986," ","NC_014752","genbank_accession"
122586,"NC_003112","Neisseria meningitidis MC58","scientific name",NA,NA,2272360,NA,NA," ","NC_003112","genbank_accession"
28091,"NZ_LT571436","Neisseria weaveri","scientific name",4,55,2188497,2047,1957," ","NZ_LT571436","genbank_accession"
1028800,"NZ_HG938353","Neorhizobium galegae bv. orientalis str. HAMBI 540","scientific name",3,51,6455027,6199,6034,"galega orientalis root nodule","NZ_HG938353","genbank_accession"
1286528,"NZ_CP007481","Neorickettsia helminthoeca str. Oregon","scientific name",1,33,884232,826,772," ","NZ_CP007481","genbank_accession"
434131,"NC_013009","Neorickettsia risticii str. Illinois","scientific name",1,33,879977,807,759," ","NC_013009","genbank_accession"
222891,"NC_007798","Neorickettsia sennetsu str. Miyayama","scientific name",1,33,859006,794,753," ","NC_007798","genbank_accession"
929713,"NZ_CP007035","Niabella soli DSM 19437","scientific name",2,39,4697343,3909,3819," ","NZ_CP007035","genbank_accession"
700598,"NC_016609","Niastella koreensis GR20-10","scientific name",3,55,9033684,7298,7137,"soil cultivated with korean ginseng","NC_016609","genbank_accession"
749222,"NC_014935","Nitratifractor salsuginis DSM 16511","scientific name",2,43,2101285,2146,2076," ","NC_014935","genbank_accession"
387092,"NC_009662","Nitratiruptor sp. SB155-2","scientific name",3,45,1877931,1981,1910," ","NC_009662","genbank_accession"
323097,"NC_007964","Nitrobacter hamburgensis X14","scientific name",1,56,5011522,4751,4441," ","NC_007964","genbank_accession"
323098,"NC_007406","Nitrobacter winogradskyi Nb-255","scientific name",1,49,3402093,3270,3146," ","NC_007406","genbank_accession"
472759,"NC_013958","Nitrosococcus halophilus Nc 4","scientific name",2,44,4145260,3895,3714," ","NC_013958","genbank_accession"
323261,"NC_007484","Nitrosococcus oceani ATCC 19707","scientific name",2,46,3522111,3265,3149," ","NC_007484","genbank_accession"
105559,"NC_014315","Nitrosococcus watsonii C-113","scientific name",2,45,3373286,3106,2924," ","NC_014315","genbank_accession"
44574,"NZ_CP011451","Nitrosomonas communis","scientific name",1,41,4067838,3712,3445,"neutral soil and freshwater","NZ_CP011451","genbank_accession"
228410,"NC_004757","Nitrosomonas europaea ATCC 19718","scientific name",1,41,2812094,2687,2572," ","NC_004757","genbank_accession"
335283,"NC_008344","Nitrosomonas eutropha C91","scientific name",1,41,2781824,2694,2569," ","NC_008344","genbank_accession"
153948,"NC_015222","Nitrosomonas sp. AL212","scientific name",1,38,3337023,3156,3005," ","NC_015222","genbank_accession"
261292,"NC_015731","Nitrosomonas sp. Is79A3","scientific name",1,38,3783444,3515,3354,"freshwater lake","NC_015731","genbank_accession"
926571,"NZ_CP007536","Nitrososphaera viennensis EN76","scientific name",1,41,2527938,2896,2799,"soil","NZ_CP007536","genbank_accession"
1266925,"NZ_CP012371","Nitrosospira briensis C-128","scientific name",1,44,3210113,2928,2799," ","NZ_CP012371","genbank_accession"
323848,"NC_007614","Nitrosospira multiformis ATCC 25196","scientific name",1,43,3234309,2944,2826," ","NC_007614","genbank_accession"
330214,"NC_014355","Nitrospira defluvii","scientific name",1,46,4317083,3991,3879," ","NC_014355","genbank_accession"
42253,"NZ_CP011801","Nitrospira moscoviensis","scientific name",1,48,4589485,4462,4305," ","NZ_CP011801","genbank_accession"
1133849,"NC_018681","Nocardia brasiliensis ATCC 700358","scientific name",3,50,9436348,8434,8280," ","NC_018681","genbank_accession"
1127134,"NC_016887","Nocardia cyriacigeorgica GUH-2","scientific name",3,49,6194645,5558,5405," ","NC_016887","genbank_accession"
37329,"NZ_LN868938","Nocardia farcinica","scientific name",3,58,6459780,6013,5842,"not known","NZ_LN868938","genbank_accession"
1415166,"NZ_CP006850","Nocardia nova SH22a","scientific name",3,49,8348532,7499,7256," ","NZ_CP006850","genbank_accession"
37332,"NZ_CP017839","Nocardia seriolae","scientific name",4,64,8304518,7647,7239," ","NZ_CP017839","genbank_accession"
134962,"NZ_CP018082","Nocardia soli","scientific name",3,50,7310115,6623,6333,"crude oil-contamination soil","NZ_CP018082","genbank_accession"
196162,"NC_008699","Nocardioides sp. JS614","scientific name",2,46,5293685,5055,4918," ","NC_008699","genbank_accession"
1205910,"NC_018524","Nocardiopsis alba ATCC BAA-2165","scientific name",5,55,5848211,5040,4807,"guts","NC_018524","genbank_accession"
446468,"NC_014210","Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111","scientific name",5,56,6543312,5490,5353,"blood","NC_014210","genbank_accession"
592029,"NC_020156","Nonlabens dokdonensis DSW-6","scientific name",2,41,3914632,3432,3361," ","NC_020156","genbank_accession"
551115,"NC_014248","Nostoc azollae 0708","misspelling",4,42,5486145,5198,3985," ","NC_014248","genbank_accession"
63737,"NC_010628","Nostoc punctiforme PCC 73102","scientific name",4,74,9059191,7442,6973," ","NC_010628","genbank_accession"
317936,"NC_019676","Nostoc sp. PCC 7107","scientific name",4,76,6329823,5406,5200,"shallow pond","NC_019676","genbank_accession"
103690,"NC_003272","Nostoc sp. PCC 7120","scientific name",4,68,7211789,6032,5803," ","NC_003272","genbank_accession"
28072,"NC_019684","Nostoc sp. PCC 7524","scientific name",5,60,6718869,5505,5329,"moderate hot spring","NC_019684","genbank_accession"
279238,"NC_007794","Novosphingobium aromaticivorans DSM 12444","scientific name",3,56,4233314,3997,3897," ","NC_007794","genbank_accession"
1088721,"NZ_CP009291","Novosphingobium pentaromativorans US6-1","scientific name",3,55,5457578,5087,4931,"mud sediment","NZ_CP009291","genbank_accession"
158500,"NZ_CP017075","Novosphingobium resinovorum","scientific name",3,59,6918128,6316,6110,"soil","NZ_CP017075","genbank_accession"
82983,"NZ_CP014608","Obesumbacterium proteus","scientific name",8,89,5011796,4768,4468," ","NZ_CP014608","genbank_accession"
1697053,"NZ_CP012358","Oblitimonas alkaliphila","scientific name",5,54,2494031,2404,2301,"deep liver","NZ_CP012358","genbank_accession"
670487,"NC_014753","Oceanithermus profundus DSM 14977","scientific name",2,46,2439291,2404,2339,"deep sea hot vent","NC_014753","genbank_accession"
221109,"NC_004193","Oceanobacillus iheyensis HTE831","scientific name",7,70,3630528,3567,3434," ","NC_004193","genbank_accession"
439375,"NC_009667","Ochrobactrum anthropi ATCC 49188","scientific name",4,58,5205777,4994,4860," ","NC_009667","genbank_accession"
419475,"NZ_CP015775","Ochrobactrum pseudogrignonense","scientific name",5,61,4992805,4697,4556,"tropical soil","NZ_CP015775","genbank_accession"
391616,"NC_020908","Octadecabacter arcticus 238","scientific name",2,42,5478249,5737,5284,"150 km offshore","NC_020908","genbank_accession"
1458307,"NZ_CP012160","Octadecabacter temperatus","scientific name",1,38,3264628,3279,3210," ","NZ_CP012160","genbank_accession"
709991,"NC_015160","Odoribacter splanchnicus DSM 20712","scientific name",4,60,4392288,3745,3546,"abdominal abscess","NC_015160","genbank_accession"
203123,"NC_008528","Oenococcus oeni PSU-1","scientific name",2,43,1780517,1799,1662," ","NC_008528","genbank_accession"
698738,"NZ_FO203512","Oleispira antarctica RB-8","scientific name",5,50,4406383,3972,3859," ","NZ_FO203512","genbank_accession"
504832,"NC_015684","Oligotropha carboxidovorans OM5","scientific name",1,49,3896074,3703,3637," ","NC_015684","genbank_accession"
633147,"NC_014363","Olsenella uli DSM 7084","scientific name",1,49,2051896,1793,1707,"gingival crevice","NC_014363","genbank_accession"
262768,"NC_005303","Onion yellows phytoplasma OY-M","scientific name",2,32,853092,911,752," ","NC_005303","genbank_accession"
794903,"NZ_CP007053","Opitutaceae bacterium TAV5","scientific name",1,48,7417673,5899,5795,"not provided; submitted under migs 2.1","NZ_CP007053","genbank_accession"
452637,"NC_010571","Opitutus terrae PB90-1","scientific name",1,62,5957605,4656,4518," ","NC_010571","genbank_accession"
357244,"NC_009488","Orientia tsutsugamushi str. Boryong","scientific name",1,34,2127051,2019,1565," ","NC_009488","genbank_accession"
867902,"NC_018016","Ornithobacterium rhinotracheale DSM 15997","scientific name",3,43,2399175,2289,2210," ","NC_018016","genbank_accession"
56110,"NC_019693","Oscillatoria acuminata PCC 6304","scientific name",3,60,7804270,6131,5836,"soil","NC_019693","genbank_accession"
179408,"NC_019729","Oscillatoria nigro-viridis PCC 7112","scientific name",2,73,8272254,7028,6447,"soil in orchid house","NC_019729","genbank_accession"
693746,"NC_016046","Oscillibacter valericigenes Sjm18-20","scientific name",3,61,4470622,4349,4114," ","NC_016046","genbank_accession"
1658672,"NZ_CP012073","Ottowia sp. oral taxon 894","scientific name",3,50,2925783,2560,2405,"curette","NZ_CP012073","genbank_accession"
926562,"NC_016599","Owenweeksia hongkongensis DSM 17368","scientific name",2,37,4000057,3518,3454," ","NC_016599","genbank_accession"
290340,"NC_008711","Paenarthrobacter aurescens TC1","scientific name",6,54,5226648,4752,4627," ","NC_008711","genbank_accession"
1126833,"NZ_CP011058","Paenibacillus beijingensis","scientific name",9,89,5749967,5213,4930,"jujube rhizosphere soil","NZ_CP011058","genbank_accession"
1616788,"NZ_CP013023","Paenibacillus bovis","scientific name",9,85,5354277,4569,4389,"yak milk","NZ_CP013023","genbank_accession"
44251,"NZ_CP009288","Paenibacillus durus","scientific name",9,84,6053498,5382,5140,"marine sediment","NZ_CP009288","genbank_accession"
697284,"NC_023134","Paenibacillus larvae subsp. larvae DSM 25430","scientific name",8,81,4056006,3993,3683,"afb-diseased colony","NC_023134","genbank_accession"
1116391,"NC_016935","Paenibacillus mucilaginosus 3016","scientific name",14,173,8739048,7326,6692,"rhizosphere soil","NC_016935","genbank_accession"
189426,"NZ_CP009428","Paenibacillus odorifer","scientific name",10,86,6812473,5945,5752,"soil from wheat roots","NZ_CP009428","genbank_accession"
886882,"NC_014622","Paenibacillus polymyxa SC2","scientific name",13,161,6238510,5747,5474," ","NC_014622","genbank_accession"
1566358,"NZ_CP010976","Paenibacillus sp. IHBB 10380","scientific name",12,88,5787303,5232,4960,"soil","NZ_CP010976","genbank_accession"
324057,"NC_012914","Paenibacillus sp. JDR-2","scientific name",12,88,7184930,6322,6128," ","NC_012914","genbank_accession"
169760,"NZ_CP009286","Paenibacillus stellifer","scientific name",11,87,5658798,5167,4899,"food-packaging paperboard","NZ_CP009286","genbank_accession"
528191,"NZ_CP018620","Paenibacillus xylanexedens","scientific name",12,102,7098239,6207,5950,"sediment","NZ_CP018620","genbank_accession"
1343739,"NZ_CP006019","Palaeococcus pacificus DY20341","scientific name",2,47,1859370,2012,1945,"","NZ_CP006019","genbank_accession"
694427,"NC_014734","Paludibacter propionicigenes WB4","scientific name",3,53,3685504,3040,2957," ","NC_014734","genbank_accession"
93220,"NZ_CP009553","Pandoraea pnomenusa","scientific name",4,65,5389285,4821,4624,"cystic fibrosis patient","NZ_CP009553","genbank_accession"
121719,"NZ_CP013068","Pannonibacter phragmitetus","scientific name",3,54,5669701,5150,4997,"blood","NZ_CP013068","genbank_accession"
549,"NZ_CP016889","Pantoea agglomerans","scientific name",7,76,5115241,4868,4434,"lettuce","NZ_CP016889","genbank_accession"
706191,"NC_013956","Pantoea ananatis LMG 20103","scientific name",7,71,4703373,4391,4104,"blight and dieback of eucalyptus","NC_013956","genbank_accession"
1076550,"NZ_CP009454","Pantoea rwandensis","scientific name",7,79,4327607,4047,3873,"waterfall","NZ_CP009454","genbank_accession"
1484157,"NZ_CP009866","Pantoea sp. PSNIH2","scientific name",7,83,4967343,4884,4602,"hand rail","NZ_CP009866","genbank_accession"
435591,"NC_009615","Parabacteroides distasonis ATCC 8503","scientific name",7,82,4811379,3980,3829," ","NC_009615","genbank_accession"
391038,"NC_010622","Paraburkholderia phymatum STM815","scientific name",6,63,8676562,7703,7419," ","NC_010622","genbank_accession"
882378,"NC_014718","Paraburkholderia rhizoxinica HKI 454","scientific name",3,47,3750138,3209,2919," ","NC_014718","genbank_accession"
754502,"NZ_CP017561","Paraburkholderia sprentiae WSM5005","scientific name",7,68,7829542,6977,6702,"root nodule","NZ_CP017561","genbank_accession"
266265,"NC_007951","Paraburkholderia xenovorans LB400","scientific name",6,65,9731138,8623,8386," ","NC_007951","genbank_accession"
765952,"NC_015702","Parachlamydia acanthamoebae UV-7","scientific name",3,40,3072383,2618,2531," ","NC_015702","genbank_accession"
