Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_001521895.1	72407	SAMN04421276	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Klebsiella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001524445.2	1637837	SAMN03449267	PRJNA224116	Burkholderia sp. MSMB0266	Burkholderia sp. MSMB0266	Burkholderia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001524625.2	1637841	SAMN03449280	PRJNA224116	Burkholderia sp. MSMB0852	Burkholderia sp. MSMB0852	Burkholderia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001529935.1	72407	SAMN04377968	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Klebsiella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001530015.1	72407	SAMN04377969	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Klebsiella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001534645.1	996	SAMN04386100	PRJNA224116	Flavobacterium columnare	Flavobacterium columnare	Flavobacterium (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Flavobacterium|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001534665.1	634113	SAMN04338047	PRJNA224116	Arsenophonus symbiont of Lipoptena fortisetosa	Arsenophonus symbiont of Lipoptena fortisetosa	Arsenophonus (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Arsenophonus|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001534725.1	1238	SAMN04309076	PRJNA224116	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Thiotrichales|order; Piscirickettsiaceae|family; Piscirickettsia|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001534745.1	76759	SAMN04158505	PRJNA224116	Pseudomonas monteilii	Pseudomonas monteilii	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001534765.1	1750719	SAMN04235798	PRJNA224116	Kurthia sp. 11kri321	Kurthia sp. 11kri321	Kurthia (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Planococcaceae|family; Kurthia|genus		9				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001534785.1	483913	SAMN04044344	PRJNA224116	Bacillus subtilis subsp. inaquosorum	Bacillus subtilis subsp. inaquosorum	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001535315.2	143221	SAMN02261218	PRJNA224116	Salmonella enterica subsp. enterica serovar Tennessee	Salmonella enterica subsp. enterica serovar Tennessee	Salmonella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Salmonella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001535545.1	456163	SAMN04387723	PRJNA224116	Thermus parvatiensis	Thermus parvatiensis	Thermus (genus)			"Bacteria|domain; ""Deinococcus-Thermus""|phylum; Deinococci|class; Thermales|order; Thermaceae|family; Thermus|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001535565.1	1314	SAMN04419117	PRJNA224116	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001536305.1	1165892	SAMEA3608619	PRJNA224116	Leuconostoc gelidum subsp. gasicomitatum KG16-1	Leuconostoc gelidum subsp. gasicomitatum KG16-1	Leuconostoc (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Leuconostocaceae|family; Leuconostoc|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001536925.1	492670	SAMEA3726545	PRJNA224116	Bacillus velezensis	Bacillus velezensis	Bacillus (genus) and Bacillales (order)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus|||Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001540845.1	90371	SAMEA3506109	PRJNA224116	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Salmonella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001541905.1	135461	SAMN04420251	PRJNA224116	Bacillus subtilis subsp. subtilis	Bacillus subtilis subsp. subtilis	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542565.1	1771959	SAMN04338418	PRJNA224116	Arthrobacter sp. ATCC 21022	Arthrobacter sp. ATCC 21022	Arthrobacter (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder; Micrococcaceae|family; Arthrobacter|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542625.1	68214	SAMN04375936	PRJNA224116	Streptomyces griseochromogenes	Streptomyces griseochromogenes	Streptomyces (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Streptomycineae|suborder; Streptomycetaceae|family; Streptomyces|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542675.2	562	SAMN04395032	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542775.1	412690	SAMN04435260	PRJNA224116	Microterricola viridarii	Microterricola viridarii	Leifsonia (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder; Microbacteriaceae|family; Leifsonia|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542795.2	287	SAMN02894342	PRJNA224116	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542815.1	925818	SAMN04446536	PRJNA224116	Methylobacterium sp. AMS5	Methylobacterium sp. AMS5	Methylobacterium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Methylobacteriaceae|family; Methylobacterium|genus"		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001542835.1	287	SAMN02894359	PRJNA224116	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543055.1	553	SAMN04445753	PRJNA224116	Pantoea ananatis	Pantoea ananatis	Pantoea (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Pantoea|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543085.1	1304	SAMN04395122	PRJNA224116	Streptococcus salivarius	Streptococcus salivarius	Streptococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543105.1	87541	SAMN04419111	PRJNA224116	Aerococcus christensenii	Aerococcus christensenii	Aerococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Aerococcaceae|family; Aerococcus|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543145.1	119206	SAMN04419112	PRJNA224116	Aerococcus sanguinicola	Aerococcus sanguinicola	Aerococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Aerococcaceae|family; Aerococcus|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543175.1	1376	SAMN04419113	PRJNA224116	Aerococcus urinae	Aerococcus urinae	Aerococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Aerococcaceae|family; Aerococcus|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543205.1	51665	SAMN04419114	PRJNA224116	Aerococcus urinaeequi	Aerococcus urinaeequi	Aerococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Aerococcaceae|family; Aerococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543225.1	1392	SAMN04442145	PRJNA224116	Bacillus anthracis	Bacillus anthracis	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543245.1	128944	SAMN04419115	PRJNA224116	Aerococcus urinaehominis	Aerococcus urinaehominis	Aerococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Aerococcaceae|family; Aerococcus|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543265.1	296	SAMN04371283	PRJNA224116	Pseudomonas fragi	Pseudomonas fragi	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543285.1	1377	SAMN04419116	PRJNA224116	Aerococcus viridans	Aerococcus viridans	Aerococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Aerococcaceae|family; Aerococcus|genus		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543305.1	1273132	SAMN03256334	PRJNA224116	Liberibacter crescens	Liberibacter crescens	Rhizobiales (order)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543325.1	1622118	SAMN04299808	PRJNA224116	Lutibacter profundi	Lutibacter profundi	Lutibacter (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Lutibacter|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543345.1	1712675	SAMN04166238	PRJNA224116	Turicibacter sp. H121	Turicibacter sp. H121	Turicibacter (genus)			Bacteria|domain; Firmicutes|phylum; Erysipelotrichia|class; Erysipelotrichales|order; Erysipelotrichaceae|family; Turicibacter|genus		12				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001543995.1	470	SAMN04448797	PRJNA224116	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Moraxellaceae|family; Acinetobacter|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001544015.1	1555112	SAMD00034894	PRJNA224116	Limnochorda pilosa	Limnochorda pilosa	Firmicutes (phylum) and Clostridia (class)			Bacteria|domain; Firmicutes|phylum|||Bacteria|domain; Firmicutes|phylum; Clostridia|class		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001544635.1	511145	SAMN04403366	PRJNA224116	Escherichia coli str. K-12 substr. MG1655	Escherichia coli str. K-12 substr. MG1655	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001544705.1	1773	SAMN03253058	PRJNA224116	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001544955.1	1773	SAMN03257094	PRJNA224116	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001545015.1	1773	SAMN03257096	PRJNA224116	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001545095.1	1514105	SAMN04087214	PRJNA224116	Erysipelothrix larvae	Erysipelothrix larvae	Erysipelothrix (genus)			Bacteria|domain; Firmicutes|phylum; Erysipelotrichia|class; Erysipelotrichales|order; Erysipelotrichaceae|family; Erysipelothrix|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001545155.1	507626	SAMN04281796	PRJNA224116	Halomonas chromatireducens	Halomonas chromatireducens	Halomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Oceanospirillales|order; Halomonadaceae|family; Halomonas|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547715.1	1150773	SAMD00061011	PRJNA224116	Streptococcus pyogenes JRS4	Streptococcus pyogenes JRS4	Streptococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547735.1	1298851	SAMD00061062	PRJNA224116	Thermosulfidibacter takaii ABI70S6	Thermosulfidibacter takaii ABI70S6	Thermosulfidibacter (genus)			"Bacteria|domain; ""Aquificae""|phylum; Aquificae|class; Aquificales|order; Aquificales_incertae_sedis|family; Thermosulfidibacter|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547755.1	1303921	SAMD00024725	PRJNA224116	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll	Gammaproteobacteria (class)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547795.1	1407653	SAMD00061021	PRJNA224116	Dehalococcoides mccartyi IBARAKI	Dehalococcoides mccartyi IBARAKI	Dehalococcoides (genus)			"Bacteria|domain; ""Chloroflexi""|phylum; Dehalococcoidia|class; Dehalococcoidales|order; Dehalococcoidaceae|family; Dehalococcoides|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547835.1	1314	SAMD00000332	PRJNA224116	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547855.1	1307833	SAMD00061005	PRJNA224116	Tannerella forsythia KS16	Tannerella forsythia KS16	Tannerella (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; ""Bacteroidia""|class; ""Bacteroidales""|order; ""Porphyromonadaceae""|family; Tannerella|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547875.1	1307832	SAMD00061004	PRJNA224116	Tannerella forsythia 3313	Tannerella forsythia 3313	Tannerella (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; ""Bacteroidia""|class; ""Bacteroidales""|order; ""Porphyromonadaceae""|family; Tannerella|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547895.1	1500686	SAMD00018365	PRJNA224116	Pseudomonas sp. Os17	Pseudomonas sp. Os17	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_001547915.1	1500687	SAMD00018366	PRJNA224116	Pseudomonas sp. St29	Pseudomonas sp. St29	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
